data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7004778,170,COL2126,2126,24-Mar-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Labour Group (Colombia),6,,,0,60,South America,Colombia,La Guajira,Riohacha,,Riohacha,11.5288,-72.9115,1,El Tiempo (Colombia),National,"On March 24, 2020, in front of the Mayor's office in Riohacha, La Guajira department, a group of moto-taxi drivers protested to reject the announcement made by President Ivan Duque to remain at home for 20 days due to the global spread of the coronavirus. Protesters informed that they are aware of the problem but they need to work to cover for their basic needs. [size=no report]",0,1585604314,COL
7004781,170,COL2130,2130,24-Mar-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Labour Group (Colombia),6,,,0,60,South America,Colombia,Meta,Villavicencio,,Villavicencio,4.1239,-73.6271,1,El Tiempo (Colombia),National,"On March 24, 2020, at the Central Plaza Los Libertadores in Villavicencio, Meta department, around 80 informal merchants protested after they were prohibited by security forces to work in the area. The measure was taken as a health measure to prevent the spread of the coronavirus. [size=around 80]",0,1585604314,COL
7004782,170,COL2121,2121,24-Mar-20,2020,1,Protests,Protest with intervention,Protesters (Colombia),,6,Police Forces of Colombia (2018-),,1,16,South America,Colombia,Valle Del Cauca,Cali,,Cali,3.4372,-76.5225,1,El Tiempo (Colombia),National,"On March 24, 2020, outside of the El Coliseo El Pueblo in Cali, Valle del Cauca department, a group of people gathered to demand food and medicines after the national government implemented a mandatory preventive quarantine due to the spread of the coronavirus. People gathered after receiving a false message that the Mayor's office was giving food and medicines. Police officers intervened to disperse the group of people. [size=no report]",0,1585604314,COL
7004922,170,COL2119,2119,24-Mar-20,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Embera Indigenous Group (Colombia),7,37,South America,Colombia,Valle del Cauca,Bolivar,,Bolivar,4.3374,-76.1847,2,La Opinion (Colombia),National,"On March 24, 2020, in Bolivar municipality, Valle del Cauca department, two Embera Indigenous People were killed by unidentified armed individuals. The victims were took out from their home while they were complying with the quarantine announced by President Ivan Duque until April 13. The quarantine was a measure taken to stop the spread of the Coronavirus in Colombia. Two other indigenous people were injured. Two fatalities.",2,1585604314,COL
7004982,170,COL2115,2115,22-Mar-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,South America,Colombia,"Bogota, D.C.","Bogota, D.C.",,Bogota,4.6502,-74.1074,1,PARES: Peace and Reconciliation Foundation,Other,"On March 22, 2020, in front of the prison Modelo in Bogota, a group of prisoners' relatives protested to demand justice and information for the killing of 23 prisoners on March 21, who died during a riot. [size=no report]",0,1585604314,COL
7004774,170,COL2117,2117,22-Mar-20,2020,1,Riots,Violent demonstration,Rioters (Colombia),Prisoners (Colombia),5,Police Forces of Colombia (2018-) Prison Guards,,1,15,South America,Colombia,Meta,Villavicencio,,Villavicencio,4.1239,-73.6271,1,El Tiempo (Colombia),National,"On March 22, 2020, inside a prison in Villavicencio, Meta department, there was a mutiny of prisoners to demand better health conditions inside the prison due to the coronavirus. Police officers fired tear gas to the prisoners to end the mutiny. No injuries were reported. [size=no report]",0,1585604314,COL
7004780,170,COL2116,2116,22-Mar-20,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Former FARC: Revolutionary Armed Forces of Colombia,7,37,South America,Colombia,Meta,La Macarena,,La Macarena,2.1782,-73.7871,2,El Tiempo (Colombia),National,"On March 22, 2020, in Villa Nueva Alta area, in La Macarena, Meta department, unidentified armed individuals attacked and killed a former FARC member. No further information. 1 fatality.",1,1585604314,COL
7004672,170,COL2112,2112,21-Mar-20,2020,1,Riots,Violent demonstration,Rioters (Colombia),Prisoners (Colombia),5,,,0,50,South America,Colombia,Tolima,Ibague,,Ibague,4.4396,-75.1937,1,Noticias Uno; El Pulzo,National,"On March 21, 2020, inside a prison in Ibague, Tolima department, there was a mutiny to demand better health conditions inside the prison due to the coronavirus. Prisoners rejected the overcrowded situation of the prisons by burning a section of the prison. No injuries were reported. [size=no report]",0,1585604313,COL
7004673,170,COL2113,2113,21-Mar-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Prisoners (Colombia),6,,,0,60,South America,Colombia,Valle Del Cauca,Jamundi,,Jamundi,3.2623,-76.5425,1,El Pais; El Colombiano,National-International,"On March 21, 2020, inside a prison in Jamundi, Valle del Cauca department, prisoners chanted slogans and banged pots to demand better health conditions inside the prison during the coronavirus pandemic. Protesters rejected the overcrowded situation of the prisons. [size=no report]",0,1585604313,COL
7004733,170,COL2110,2110,21-Mar-20,2020,1,Riots,Violent demonstration,Rioters (Colombia),Prisoners (Colombia),5,Police Forces of Colombia (2018-) Prison Guards,,1,15,South America,Colombia,"Bogota, D.C.","Bogota, D.C.",,Bogota,4.6502,-74.1074,1,El Colombiano,National,"On March 21, 2020, inside the prison La Modelo, La Picota, and El Buen Pastor in Bogota, prisoners demonstrated to demand better health conditions during the coronavirus pandemic. They claimed the prison is overcrowded. A clash was reported between prisoners and security forces, with 2 officers injured. 23 prisoners were killed at La Modelo prison by security forces and 83 prisoners were injured. No further information. 23 fatalities. [size=at least 106]",23,1585604313,COL
7004734,170,COL2114,2114,21-Mar-20,2020,1,Riots,Violent demonstration,Rioters (Colombia),Prisoners (Colombia),5,Police Forces of Colombia (2018-) Prison Guards,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,1,15,South America,Colombia,Antioquia,Medellin,,Medellin,6.2496,-75.5774,1,El Colombiano,Subnational,"On March 21, 2020, inside the prisons Pedregal and Bellavista in Medellin, Antioquia department, there were mutinies to demand better health conditions inside the prison during the coronavirus pandemic. Demonstrators rejected the overcrowded situation of the prisons. Police officers and Mobile Anti-Disturbance Squadron (ESMAD) officers controlled the situation. There are no reports of injuries. [size=no report]",0,1585604313,COL
7004772,170,COL2111,2111,21-Mar-20,2020,1,Riots,Mob violence,Rioters (Colombia),Prisoners (Colombia),5,Unidentified Armed Group (Colombia),Prisoners (Colombia),3,35,South America,Colombia,Boyaca,Combita,,Combita,5.6352,-73.324,1,El Tiempo (Colombia),National,"On March 21, 2020, in Combita, Boyaca, a mutiny and attempted escape started inside a prison. The mutiny started after a prisoner attacked and killed another prisoner, who was a former leader of the gang Los Pachelly. The perpetrator also died. 2 fatalities. [size=at least 2]",2,1585604314,COL
6998905,170,COL2105,2105,21-Mar-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Prisoners (Colombia),6,,,0,60,South America,Colombia,"Bogota, D.C.","Bogota, D.C.",,Bogota,4.6502,-74.1074,1,PARES: Peace and Reconciliation Foundation,Other,"On March 21, 2020, in the La Picota prison in Bogota, a group of prisoners protested due to the lack of health conditions inside the prison. Prisoners demanded the authorities the necessary measures to prevent coronavirus infections inside the prison. [size=no report]",0,1585002579,COL
6998483,170,COL2106,2106,21-Mar-20,2020,1,Riots,Violent demonstration,Rioters (Colombia),,5,,,0,50,South America,Colombia,Sucre,Sampues,,Piedras Blancas,9.1627,-75.3903,2,Caracol Radio,National,"On March 21, 2020, in Sampues municipality, the Sucre department, 70 people burned tires in a road to demand from the national government supplies and goods to stay in quarantine because of the coronavirus pandemic. President Ivan Duque asked citizens to remain in their houses to prevent the spread of the virus in the country. [size=70]",0,1585002578,COL
7004685,170,COL2109,2109,19-Mar-20,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Unidentified Communal Group (Colombia),7,37,South America,Colombia,Narino,Ricaurte,,San Francisco,1.2011,-77.9779,1,Amnesty International,Other,"On March 19, 2020, in San Francisco, Antioquia department, a social leader was killed by unidentified armed individuals after quarantine measures were introduced by President Ivan Duque. Human Rights activists warned about the killings of social leaders during the lockdowns and the quarantine imposed due to the spread of the Coronavirus. 1 fatality.",1,1585604313,COL
7004687,170,COL2108,2108,19-Mar-20,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Unidentified Communal Group (Colombia),7,37,South America,Colombia,Norte De Santander,Puerto Santander,,Puerto Santander,8.3609,-72.4103,1,Amnesty International,Other,"On March 19, 2020, in Puerto Santander, Norte de Santander department, a social leader was killed by unidentified armed individuals after quarantine measures were introduced by President Ivan Duque. Human Rights activists warned about the killings of social leaders during the lockdowns and the quarantine imposed due to the spread of the coronavirus. 1 fatality.",1,1585604313,COL
6998602,170,COL2100,2100,19-Mar-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Labour Group (Colombia),6,,,0,60,South America,Colombia,Atlantico,Barranquilla,,Barranquilla,10.9799,-74.8013,1,El Tiempo (Colombia),National,"On March 19, 2020, in Barranquilla, the Atlantico department, a group of 50 workers from the telecommunication company, Logytech Mobile, protested after 300 workers were dismissed. The motive of this dismissal was the spread of the coronavirus in the world and the impact that this virus is going to have in the Colombian economy. [size=50]",0,1585002578,COL
6998605,170,COL2101,2101,19-Mar-20,2020,2,Protests,Peaceful protest,Protesters (Colombia),Labour Group (Colombia),6,,,0,60,South America,Colombia,"Bogota, D.C.","Bogota, D.C.",,Bogota,4.6502,-74.1074,1,El Tiempo (Colombia),National,"As reported on March 19, 2020, at the El Dorado airport in Bogota, travellers and workers of the airport protested to demand better health measures at the airport. Protesters informed that there are not enough policies in place to prevent the spread of the coronavirus at the airport. The general manager of the airport resigned amid the coronavirus concerns. [size=no report]",0,1585002578,COL
6998606,170,COL2102,2102,19-Mar-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Labour Group (Colombia),6,,,0,60,South America,Colombia,"Bogota, D.C.","Bogota, D.C.",,Bogota-Engativa,4.7011,-74.1131,1,El Tiempo (Colombia),National,"On March 19, 2020, in Bogota-Engativa, dozens of workers blocked street 13th to reject the massive dismissal of workers from several companies. One of the workers informed that 500 people were dismissed from the company she is working in. [size=dozens]",0,1585002578,COL
6998442,170,COL2103,2103,19-Mar-20,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Unidentified Communal Group (Colombia),7,37,South America,Colombia,Putumayo,Puerto Asis,,Puerto Asis,0.505,-76.4973,2,Europa Press; NotiAmerica,Regional-International,"On March 19, 2020, in the Nueva Granada community in Puerto Asis, the Putumayo department, a social leader was killed by unidentified armed individuals. The motive and circumstances of the attack are not reported. 1 fatality.",1,1585002578,COL
6998514,170,COL2104,2104,19-Mar-20,2020,2,Battles,Armed clash,Gulf Clan,,3,Military Forces of Colombia (2018-),,1,13,South America,Colombia,Atlantico,Puerto Colombia,,Puerto Colombia,11.0229,-74.852,1,El Colombiano,National,"As reported on March 19, 2020, in Puerto Colombia, San Jose de Ure municipality, the Cordoba department, members of the Gulf Clan attacked a military base. Two soldiers were killed during the attack by members of the Gulf Clan. 2 fatalities.",2,1585002578,COL
6998603,170,COL2098,2098,18-Mar-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Health Workers (Colombia),6,,,0,60,South America,Colombia,Norte De Santander,Cucuta,,Cucuta,7.8939,-72.5078,1,El Tiempo (Colombia),National,"On March 18, 2020, in Cucuta, Norte de Santander department, 150 doctors from the University Hospital Erasmo Meoz protested due to the lack of masks N95 and gloves to assist patients with coronavirus. [size=150]",0,1585002578,COL
6998604,170,COL2099,2099,18-Mar-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Labour Group (Colombia),6,,,0,60,South America,Colombia,Magdalena,Santa Marta,,Santa Marta,11.2294,-74.1909,1,El Tiempo (Colombia),National,"On March 18, 2020, in Santa Marta, Magdalena department, a group of workers from the tourism sector protested to demand the national government to respond to the economic impact that the coronavirus pandemic is going to have in the city. The protest took place after President Ivan Duque requested the population to remain in their houses as a preventive measure. [size=no report]",0,1585002578,COL
6998804,170,COL2095,2095,17-Mar-20,2020,2,Violence against civilians,Attack,EPL: Popular Liberation Army,,2,Civilians (Colombia),,7,27,South America,Colombia,Norte De Santander,Abrego,,Abrego,8.0818,-73.2217,1,La Opinion (Colombia),National,"As reported on March 17, 2020, in Abrego municipality in Norte de Santander department, two men were killed by suspected members of the Popular Liberation Army (EPL). Security forces found a note left by members of the EPL at the scene. No further information. 2 fatalities.",2,1585002578,COL
6998441,170,COL2096,2096,17-Mar-20,2020,1,Protests,Protest with intervention,Protesters (Colombia),,6,Police Forces of Colombia (2018-),,1,16,South America,Colombia,La Guajira,Maicao,,Maicao,11.3783,-72.2419,2,El Carabobeno; La Patilla; Caraota Digital,Regional,"On March 17, 2020, in the border area of Paraguachon, close to Maicao, La Guajira department, security forces fired tear gas against protesters. A group of people was protesting due to the presence of trucks full of food that was intended to enter Venezuela. No arrests or injuries were reported. [size=no report]",0,1585002577,COL
6998470,170,COL2097,2097,17-Mar-20,2020,2,Strategic developments,Arrests,Military Forces of Colombia (2018-),,1,Gulf Clan,,3,13,South America,Colombia,Antioquia,Sabanalarga,,Sabanalarga,6.85,-75.8167,1,BBC News,International,"As reported on March 17, 2020, in La Ceja town, Sabanalarga municipality, Antioquia department, soldiers captured a Gulf Clan female leader. The leader was in charge of carried out proselytist activities and intimidating rural residents in the Antioquia department.",0,1585002578,COL
6998802,170,COL2092,2092,16-Mar-20,2020,2,Protests,Peaceful protest,Protesters (Colombia),Farmers (Colombia),6,,,0,60,South America,Colombia,Norte De Santander,El Zulia,,Astilleros La Ye,8.14,-72.57,1,La Opinion (Colombia),National,"Since March 16, 2020, in Astilleros La Ye, Norte de Santander department, a group of farmers have been protesting to reject the eradication of coca crops, and demand for compliance with the Peace Agreement between the national government and armed groups. [size=no report]",0,1585002578,COL
6998803,170,COL2094,2094,16-Mar-20,2020,2,Protests,Peaceful protest,Protesters (Colombia),Farmers (Colombia),6,,,0,60,South America,Colombia,Norte De Santander,Tibu,,Tibu,8.6395,-72.7359,1,La Opinion (Colombia),National,"Between March 16 and 18, 2020, in Tibu, Norte de Santander department, a group of farmers have been protesting to reject the eradication of coca crops, and demand for compliance with the Peace Agreement between the national government and armed groups. [size=no report]",0,1585002578,COL
6998469,170,COL2093,2093,16-Mar-20,2020,2,Strategic developments,Arrests,Police Forces of Colombia (2018-),,1,ELN: National Liberation Army,,2,12,South America,Colombia,Antioquia,Caceres,,Caceres,7.5783,-75.3524,1,BBC News,International,"As reported on March 16, 2020, in San Pablo, Caceres municipality, the Antioquia department, security forces arrested a National Liberation Army (ELN) leader. The leader was a member of the ELN for over 30 years and was an expert on explosives, extortions, and the recruitment of minors.",0,1585002578,COL
7004749,170,COL2107,2107,15-Mar-20,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Guardia Indigena; Wounaan Indigenous Group (Colombia),7,37,South America,Colombia,Choco,Bajo Baudo,,Bajo Baudo,5.0459,-77.3216,1,El Espectador,National,"On March 15, 2020, in the Bella Vista Lucero Alto neighborhood, Ciudad Bolivar, Bajo Caudo municipality, Choco department, a member of the Guardia Indigena and the Wounaan community was killed by unidentified armed individuals. The victim was attacked while he was complying with the mandatory preventive quarantine announced by President Ivan Duque due to the spread of the coronavirus. The circumstances and the motive of the attack are not reported. One fatality.",1,1585604313,COL
6998468,170,COL2091,2091,15-Mar-20,2020,2,Strategic developments,Looting/property destruction,Military Forces of Colombia (2018-),,1,Gulf Clan,,3,13,South America,Colombia,Choco,Quibdo,,Quibdo,5.6922,-76.658,3,BBC News,International,"As reported on March 15, 2020, in the Choco department, soldiers conducted three operation and seizure 4.2 tons of cocaine, allegedly belonging to the Gulf Clan. No arrests were made.",0,1585002578,COL
6994653,170,COL2088,2088,14-Mar-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Farmers (Colombia),6,,,0,60,South America,Colombia,Caqueta,El Doncello,,El Doncello,1.6799,-75.2836,1,El Espectador,National,"On March 14, 2020, in El Doncello, Caqueta department, a group of farmers marched to demand from the regime of President Ivan Duque to negotiate the land problems that exist in the Amazon and in which there have been police eviction operations. [size=no report]",0,1584404347,COL
6994654,170,COL2089,2089,14-Mar-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Farmers (Colombia),6,,,0,60,South America,Colombia,Meta,La Macarena,,La Macarena,2.1782,-73.7871,1,El Espectador,National,"On March 14, 2020, in La Macarena, Meta department, a group of farmers marched to demand from the regime of President Ivan Duque to negotiate the land problems that exist in the Amazon and in which there have been police eviction operations. [size=no report]",0,1584404347,COL
6994655,170,COL2090,2090,14-Mar-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Farmers (Colombia),6,,,0,60,South America,Colombia,Caqueta,San Vicente Del Caguan,,San Vicente Del Caguan,2.1198,-74.7673,1,El Espectador,National,"On March 14, 2020, in San Vicente del Caguan, Caqueta department, a group of farmers marched to demand from the regime of President Ivan Duque to negotiate the land problems that exist in the Amazon and in which there have been police eviction operations. [size=no report]",0,1584404347,COL
6994656,170,COL2087,2087,14-Mar-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Farmers (Colombia),6,,,0,60,South America,Colombia,Caqueta,Cartagena Del Chaira,,Cartagena Del Chaira,1.3351,-74.8472,1,El Espectador,National,"On March 14, 2020, in Cartagena del Chaira, Caqueta department, a group of farmers marched to demand from the regime of President Ivan Duque to negotiate the land problems that exist in the Amazon and in which there have been police eviction operations. [size=no report]",0,1584404347,COL
6994720,170,COL2086,2086,13-Mar-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Labour Group (Colombia),6,,,0,60,South America,Colombia,Santander,Bucaramanga,,Bucaramanga,7.1163,-73.1326,1,El Tiempo (Colombia),National,"On March 13, 2020, in Bucaramanga, Santander department, a group of informal drivers protested after local authorities implemented a restriction to drive cars according to the number of their plate. The restriction started on March 14. [size=no report]",0,1584404347,COL
6994503,170,COL2084,2084,12-Mar-20,2020,2,Battles,Armed clash,Los Rastrojos Gang,,3,Military Forces of Colombia (2018-),,1,13,South America,Colombia,Norte De Santander,Herran,,Pamplonita,7.5408,-72.4844,1,BBC News,International,"As reported on March 12, 2020, in Pamplonita, Norte de Santander department, there was an armed clash between an alleged member of the gang Los Rastrojos and soldiers. The members of the gang was killed during the clash. The circumstances of the clash is not reported. One fatality recorded.",1,1584404347,COL
6994504,170,COL2085,2085,12-Mar-20,2020,2,Battles,Armed clash,ELN: National Liberation Army,,2,Military Forces of Colombia (2018-),,1,12,South America,Colombia,Bolivar,San Pablo,,San Pablo,7.4767,-73.9242,1,BBC News,International,"As reported on March 12, 2020, in San Pablo, Bolivar department, there was a clash between members of the National Liberation Army (ELN) and soldiers. One ELN members was killed and one soldier was injured during the clash. The victim's identification is not reported. One fatality recorded.",1,1584404347,COL
6994477,170,COL2083,2083,11-Mar-20,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Former FARC: Revolutionary Armed Forces of Colombia,7,37,South America,Colombia,Sucre,Sincelejo,,Sincelejo,9.3023,-75.3955,2,El Colombiano; EFE,National-International,"On March 11, 2020, in Coloso, Sucre department, a former Revolutionary Armed Forces of Colombia (FARC) member was shot by two unidentified armed individuals. The victim was transported to a hospital in Sincelejo where he died. The motive of the attack is not reported. One fatality recorded.",1,1584404347,COL
6994508,170,COL2081,2081,11-Mar-20,2020,2,Battles,Armed clash,Unidentified Armed Group (Colombia),,3,Military Forces of Colombia (2018-),,1,13,South America,Colombia,Cauca,Corinto,,Corinto,3.1738,-76.2613,1,Blu Radio,National,"As reported on March 11, 2020, in Corinto, Cauca department, a group of unidentified armed individuals riding motorcycles attacked an army control base. A number of soldiers were injured with gunshots. The motive of the attack is not reported.",0,1584404347,COL
6995024,170,COL2080,2080,11-Mar-20,2020,1,Riots,Violent demonstration,Rioters (Colombia),,5,Police Forces of Colombia (2018-),,1,15,South America,Colombia,Santander,Bucaramanga,,Bucaramanga,7.1163,-73.1326,2,Vanguardia Liberal,Subnational,"On March 11, 2020, in a road that connects with Floridablanca in Bucaramanga, Santander department, people demonstrated with stones, tires, and branches to demand from the authorities that public developments and projects be concluded. Police officers arrived to dispersed the demonstration. [size=no report]",0,1584404348,COL
6994896,170,COL2082,2082,11-Mar-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Students (Colombia),6,,,0,60,South America,Colombia,Norte De Santander,Cucuta,,Cucuta,7.8939,-72.5078,1,La Opinion (Colombia),National,"On March 11, 2020, in Cucuta, Norte de Santander department, a group of students and parents protested due to the lack of teachers and good infrastructure in the school La Divina Pastora. [size=no report]",0,1584404348,COL
